rank	word	normalized_word	count	subjects	files	first_seen	preview_path	audio_path	meaning	basic_form	accent	synonyms
1942	representatives	representatives	1	SantaAI	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md		代表者；担当者	representative	rep-rə-ZEN-tə-tiv	delegates, agents, spokespersons
1943	representing	representing	1	History	History/07words.md	History/07words.md	History/07words_pronunciation/index.html		表している、象徴している、代表している	represent	rèp-rĭ-ZENT	symbolizing, depicting, standing for
1944	Republican Party	republican party	1	AmericanHistory	AmericanHistory/09words.md	AmericanHistory/09words.md	AmericanHistory/09words_pronunciation/index.html		共和党		rĭ-PŬB-lĭ-kən PÄR-tē	GOP, Republican organization, Republican movement
1945	required	required	1	SantaAI	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md		必要とされる、必須の	require	rĭ-KWĪRD	mandatory, needed, necessary
1946	reservoir	reservoir	1	Geology	Geology/53words.md	Geology/53words.md	Geology/53words_pronunciation/index.html	Geology/53words_pronunciation/audio/013_reservoirs.mp3	貯留層；貯留域		RĔZ-ər-vwär	storage layer, accumulation zone, holding formation
1947	reshape	reshape	1	ComputerScience	ComputerScience/44words.md	ComputerScience/44words.md	ComputerScience/44words_pronunciation/index.html		作り直す；形を変える		rē-SHĀP	transform, remold, redesign
1948	residence	residence	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		住居；居住		REZ-ĭ-dəns	home, dwelling, housing
1949	residents	residents	1	SantaAI	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md		住民	resident	REZ-ĭ-dənts	locals, inhabitants, dwellers
1950	resides in the realization	resides in the realization	1	Art	Art/23words.md	Art/23words.md	Art/23words_pronunciation/index.html		〜の認識の中に宿っている；〜の気づきにある			lies in the understanding, exists in the awareness
1951	residing	residing	1	AmericanHistory	AmericanHistory/09words.md	AmericanHistory/09words.md	AmericanHistory/09words_pronunciation/index.html		居住している	reside	rĭ-ZĪD	living, dwelling, staying
1952	resilience	resilience	1	SantaAI	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md		回復力；適応力		ri-ZĬL-yəns	toughness, adaptability, endurance
1953	resilient	resilient	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		回復力のある；しなやかな		rĭ-ZĬL-yənt	tough, adaptable, flexible
1954	resistance	resistance	1	Medicine	Medicine/58words.md	Medicine/58words.md	Medicine/58words_pronunciation/index.html		抵抗		ri-ZIS-təns	opposition, hindrance, obstruction
1955	resists	resists	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		抵抗する；耐える	resist	rĭ-ZĬSTS	withstands, opposes, defies
1956	resolutely	resolutely	1	Medicine	Medicine/57words.md	Medicine/57words.md	Medicine/57words_pronunciation/index.html		断固として		REZ-ə-lūt-lē	firmly, decisively, steadfastly
1957	respond	respond	1	AmericanHistory	AmericanHistory/10words.md	AmericanHistory/10words.md	AmericanHistory/10words_pronunciation/index.html		応じる；反応する		rĭ-SPÄND	react, reply, answer
1958	responsible	responsible	1	SantaAI	SantaAI/単語集/6月/知らない単語集0614.md	SantaAI/単語集/6月/知らない単語集0614.md	SantaAI/単語集/6月/知らない単語集0614.md		責任がある；責任を負う		ri-SPÄN-sə-bəl	accountable, liable, dependable
1959	restoration	restoration	1	SantaAI	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md		復元；回復		rĕs-tə-RĀ-shən	recovery, renewal, rehabilitation
1960	restrict	restrict	1	SantaAI	SantaAI/単語集/6月/知らない単語集0604.md	SantaAI/単語集/6月/知らない単語集0604.md	SantaAI/単語集/6月/知らない単語集0604.md		制限する；限定する		rĭ-STRĬKT	limit, constrain, curb
1961	restricted	restricted	1	Economics	Economics/12words.md	Economics/12words.md	Economics/12words_pronunciation/index.html		制限された；限定された	restrict	ri-STRIKT	limited, confined, constrained
1962	restrictions	restrictions	1	Journalism	Journalism/Newspapres.md	Journalism/Newspapres.md	Journalism/Newspapres.md		制限、規制、制約	restriction	rĭ-STRĬK-shənz	limitations, constraints, regulations
1963	retained	retained	1	Journalism	Journalism/Newspapres.md	Journalism/Newspapres.md	Journalism/Newspapres.md		保持された、維持された、保たれた	retain	rĭ-TĀND	kept, maintained, preserved
1964	retains an impression	retains an impression	1	Film	Film/ToolsofFilmmaking.md	Film/ToolsofFilmmaking.md	Film/ToolsofFilmmaking.md		印象を保持する（目や脳が受けた刺激のイメージを短時間保持すること）		rĭ-TĀNZ ən ĭm-PRĔSH-ən	holds an image, keeps a sensation, maintains a perception
1965	retina	retina	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		網膜		RET-ən-ə	retinal tissue, eye lining, photoreceptive layer
1966	retrieval	retrieval	1	SantaAI	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md		取り戻し、回収		rĭ-TRĒ-vəl	recovery, reclaiming, collection
1967	revenues	revenues	1	AmericanHistory	AmericanHistory/10words.md	AmericanHistory/10words.md	AmericanHistory/10words_pronunciation/index.html		収入；歳入	revenue（名詞・単数）	REV-ə-nū	income, proceeds, receipts
1968	revise	revise	1	SantaAI	SantaAI/単語集/5月/知らない単語集0529.md	SantaAI/単語集/5月/知らない単語集0529.md	SantaAI/単語集/5月/知らない単語集0529.md		修正する；見直す		rĭ-VĪZ	edit, review, amend
1969	revising	revising	1	SantaAI	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md		修正している；見直している	revise	rĭ-VĪ-zĭng	editing, reviewing, updating
1970	revisions	revisions	1	SantaAI	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md		修正；改訂	revision	rĭ-VĬZH-ənz	edits, updates, changes
1971	revolutionized	revolutionized	1	Biology	Biology/37words.md	Biology/37words.md	Biology/37words_pronunciation/index.html		革命的に変えた；一新した	revolutionize	rĕv-ə-LŪ-shə-nīz	transformed, overhauled, changed radically
1972	revolutionizing	revolutionizing	1	ComputerScience	ComputerScience/44words.md	ComputerScience/44words.md	ComputerScience/44words_pronunciation/index.html		革命を起こしている；一新している	revolutionize	rĕv-ə-LŪ-shə-nī-zĭng	transforming, reshaping, disrupting
1973	rheumatoid	rheumatoid	1	Medicine	Medicine/56words.md	Medicine/56words.md	Medicine/56words_pronunciation/index.html		リウマチ性の		RŪ-mə-toid	inflammatory, autoimmune, arthritic
1974	Rhizobium bacteria	rhizobium bacteria	1	Biology	Biology/42words.md	Biology/42words.md	Biology/42words_pronunciation/index.html		リゾビウム属細菌		rī-ZŌ-bē-əm bāk-TĬR-ē-ə	root nodule bacteria, nitrogen-fixing bacteria, symbiotic bacteria
1975	rhythmic rhymes	rhythmic rhymes	1	Literature	Literature/25words.md	Literature/25words.md	Literature/25words_pronunciation/index.html		リズミカルな韻；リズムのある詩		RĬTH-mĭk rīmz	melodic verse, metered poetry, cadenced lines
1976	richness	richness	1	ArtHistory	ArtHistory/05/05words.md	ArtHistory/05/05words.md	ArtHistory/05/05words_pronunciation/index.html		豊かさ；豊富さ；濃厚さ	rich（形容詞）	RICH-nĭs	abundance, opulence, lavishness
1977	riffled at	riffled at	1	Film	Film/ToolsofFilmmaking.md	Film/ToolsofFilmmaking.md	Film/ToolsofFilmmaking.md		（パラパラと）素早くめくられた（ページや紙の束を指ではじくように次々とめくる動作）		RĬF-əld ăt	flipped through, leafed through, thumbed through
1978	right	right	1	AmericanHistory	AmericanHistory/08words.md	AmericanHistory/08words.md	AmericanHistory/08words_pronunciation/index.html		権利；正当性		RĪT	entitlement, claim, privilege
1979	rightful owner	rightful owner	1	SantaAI	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md		正当な所有者		RĪT-fəl Ō-nər	legal owner, proper owner, true owner
1980	rigid	rigid	1	SantaAI	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md	SantaAI/単語集/5月/知らない単語集0524.md		硬い；硬直した		RĬJ-ĭd	stiff, firm, inflexible
1981	rigorous	rigorous	1	SantaAI	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md	SantaAI/単語集/6月/知らない単語集0602.md		厳格な；厳しい		RĬG-ər-əs	strict, severe, demanding
1982	rise	rise	1	Journalism	Journalism/Newspapres.md	Journalism/Newspapres.md	Journalism/Newspapres.md		台頭、上昇；（動詞）上昇する、現れる		RĪZ	emergence, ascent, increase
1983	rises and expands	rises and expands	1	EarthScience	EarthScience/47words.md	EarthScience/47words.md	EarthScience/47words_pronunciation/index.html		上昇して膨張する		RĪ-zĭz ănd ĭk-SPĂNDZ	ascends and spreads, moves upward and enlarges, rises and dilates
1984	Rituals	rituals	1	SantaAI	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md	SantaAI/単語集/5月/知らない単語集0527.md		儀式；習慣化された行為	ritual	RĬCH-oo-əlz	ceremonies, customs, observances
1985	rivalry	rivalry	1	History	History/07words.md	History/07words.md	History/07words_pronunciation/index.html		競争、対立関係		RĪ-vəl-rē	competition, contention, conflict
1986	road trip	road trip	1	SantaAI	SantaAI/単語集/5月/知らない単語集0515.md	SantaAI/単語集/5月/知らない単語集0515.md	SantaAI/単語集/5月/知らない単語集0515.md		車での旅行		RŌD trĭp	driving tour, car journey, long drive
1987	rodent	rodent	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		げっ歯類		RŌ-dənt	gnawing mammal, mouse-like animal, small mammal
1988	rodents	rodents	1	SantaAI	SantaAI/単語集/6月/知らない単語集0603.md	SantaAI/単語集/6月/知らない単語集0603.md	SantaAI/単語集/6月/知らない単語集0603.md		げっ歯類	rodent	RŌ-dənt	gnawers, small mammals, mice-like animals
1989	roll out	roll out	1	SantaAI	SantaAI/単語集/6月/知らない単語集0609.md	SantaAI/単語集/6月/知らない単語集0609.md	SantaAI/単語集/6月/知らない単語集0609.md		展開する；導入する		rōl out	launch, introduce, implement
1990	romanticism	romanticism	1	Art	Art/23words.md	Art/23words.md	Art/23words_pronunciation/index.html		ロマン主義（18〜19世紀の芸術・文学運動）		rō-MĂN-tĭ-sĭz-əm	idealism, sentimentalism, expressionism
1991	roots of legumes	roots of legumes	1	Biology	Biology/42words.md	Biology/42words.md	Biology/42words_pronunciation/index.html		マメ科植物の根		rōōts əv LĔG-yōōmz	legume roots, pulse plant roots, bean roots
1992	rotation of	rotation of	1	EarthScience	EarthScience/45words.md	EarthScience/45words.md	EarthScience/45words_pronunciation/index.html		〜の自転；回転		rō-TĀ-shən əv	spinning of, turning of, revolution of
1993	roughly	roughly	1	SantaAI	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md	SantaAI/単語集/5月/知らない単語集0526.md		およそ；大まかに		RŬF-lē	approximately, about, nearly
1994	roughly parallel to the trench	roughly parallel to the trench	1	Geology	Geology/54words.md	Geology/54words.md	Geology/54words_pronunciation/index.html		海溝にほぼ平行して		RUF-lē PAR-ə-lel tū thə trench	nearly parallel to the trench, approximately aligned with the trench, almost trench-parallel
1995	royal figures	royal figures	1	ArtHistory	ArtHistory/05/05words.md	ArtHistory/05/05words.md	ArtHistory/05/05words_pronunciation/index.html		王族の人物たち（フレーズ）			monarchs, nobles, sovereigns
1996	rubber	rubber	1	SantaAI	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md	SantaAI/単語集/5月/知らない単語集0525.md		ゴム		RŬB-ər	elastic material, latex, polymer
1997	rusts	rusts	1	SantaAI	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md	SantaAI/単語集/5月/知らない単語集0530.md		さびる	rust	rəsts	corrodes, oxidizes, decays
1998	sac	sac	1	Medicine	Medicine/57words.md	Medicine/57words.md	Medicine/57words_pronunciation/index.html		嚢；袋状組織		SAK	pouch, cavity, bag
1999	sacred	sacred	1	ArtHistory	ArtHistory/05/05words.md	ArtHistory/05/05words.md	ArtHistory/05/05words_pronunciation/index.html		神聖な；宗教的な；冒すべからざる		SĀ-krĭd	holy, divine, hallowed
2000	salmon	salmon	1	SantaAI	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md	SantaAI/単語集/5月/知らない単語集0523.md		サケ		SAM-ən	salmon fish
2001	sandstone	sandstone	1	Geology	Geology/53words.md	Geology/53words.md	Geology/53words_pronunciation/index.html		砂岩		SĂND-stōn	arenite, clastic rock, sedimentary sandstone
2002	satellites	satellites	1	Archaeology	Archaeology/03/03words.md	Archaeology/03/03words.md	Archaeology/03/03words_pronunciation/index.html		衛星、人工衛星	satellite	SÄT-əl-līt	spacecraft, orbiters, space probes
2003	scales	scales	1	Biology	Biology/41words.md	Biology/41words.md	Biology/41words_pronunciation/index.html		うろこ	scale	SKĀLZ	plates, skin coverings, keratin layers
2004	scattering	scattering	1	Optics	Optics/51words.md	Optics/51words.md	Optics/51words_pronunciation/index.html		散乱		SKĂT-ər-ĭng	diffusion, dispersion, spread
